raw_received_timestamp_ms,feature_extraction_timestamp_ms,model_prediction_timestamp_ms,pair_seq,predicted_activity,risk_status,alert_triggered,risky_counter,sensor1_neutral_ax,sensor1_neutral_ay,sensor1_neutral_az,sensor2_neutral_ax,sensor2_neutral_ay,sensor2_neutral_az
156091,156091,156092,5250,elbow_flexion,Risky,No,2,,,,,,
156440,156440,156441,5262,elbow_flexion,Risky,Yes,3,,,,,,
156720,156721,156721,5274,elbow_flexion,Risky,Yes,4,,,,,,
157013,157014,157014,5286,elbow_flexion,Risky,Yes,5,,,,,,
157295,157296,157297,5298,sitting,Safe,No,0,,,,,,
157419,157419,157420,5310,elbow_flexion,Risky,No,1,,,,,,
157722,157722,157723,5322,elbow_flexion,Risky,No,2,,,,,,
157992,157992,157993,5334,elbow_flexion,Risky,Yes,3,,,,,,
158272,158272,158273,5346,elbow_flexion,Risky,Yes,4,,,,,,
158543,158544,158544,5358,standing,Safe,No,0,,,,,,
158701,158701,158702,5370,elbow_flexion,Risky,No,1,,,,,,
159095,159095,159095,5382,elbow_flexion,Risky,No,2,,,,,,
159309,159309,159310,5394,elbow_flexion,Risky,Yes,3,,,,,,
159624,159624,159624,5406,elbow_flexion,Risky,Yes,4,,,,,,
159895,159895,159897,5418,sitting,Safe,No,0,,,,,,
160028,160029,160029,5430,sitting,Safe,No,0,,,,,,
160411,160411,160412,5442,sitting,Safe,No,0,,,,,,
160602,160602,160603,5454,elbow_flexion,Risky,No,1,,,,,,
160883,160884,160884,5466,elbow_flexion,Risky,No,2,,,,,,
161075,161075,161075,5478,elbow_flexion,Risky,Yes,3,,,,,,
161339,161339,161340,5490,standing,Safe,No,0,,,,,,
161569,161570,161570,5502,standing,Safe,No,0,,,,,,
161783,161784,161784,5514,standing,Safe,No,0,,,,,,
162087,162087,162088,5526,standing,Safe,No,0,,,,,,
162278,162279,162279,5538,standing,Safe,No,0,,,,,,
162481,162481,162482,5550,standing,Safe,No,0,,,,,,
162751,162751,162752,5562,standing,Safe,No,0,,,,,,
162976,162976,162977,5574,standing,Safe,No,0,,,,,,
163291,163291,163292,5586,standing,Safe,No,0,,,,,,
163493,163494,163494,5598,standing,Safe,No,0,,,,,,
163966,163966,163967,5610,pronation,Safe,No,0,,,,,,
164450,164450,164450,5622,elbow_flexion,Risky,No,1,,,,,,
164753,164754,164754,5634,elbow_flexion,Risky,No,2,,,,,,
165237,165237,165238,5646,elbow_flexion,Risky,Yes,3,,,,,,
165517,165517,165518,5658,elbow_flexion,Risky,Yes,4,,,,,,
165797,165797,165798,5670,elbow_flexion,Risky,Yes,5,,,,,,
166103,166104,166104,5682,elbow_flexion,Risky,Yes,6,,,,,,
166371,166371,166372,5694,elbow_flexion,Risky,Yes,7,,,,,,
166636,166636,166637,5706,elbow_flexion,Risky,Yes,8,,,,,,
166913,166913,166914,5718,elbow_flexion,Risky,Yes,9,,,,,,
167183,167184,167184,5730,elbow_flexion,Risky,Yes,10,,,,,,
167454,167454,167455,5742,elbow_flexion,Risky,Yes,11,,,,,,
167733,167733,167734,5754,elbow_flexion,Risky,Yes,12,,,,,,
168014,168014,168015,5766,elbow_flexion,Risky,Yes,13,,,,,,
168286,168286,168287,5778,elbow_flexion,Risky,Yes,14,,,,,,
168540,168541,168542,5790,elbow_flexion,Risky,Yes,15,,,,,,
168820,168820,168821,5802,elbow_flexion,Risky,Yes,16,,,,,,
169082,169082,169083,5814,elbow_flexion,Risky,Yes,17,,,,,,
169362,169362,169363,5826,elbow_flexion,Risky,Yes,18,,,,,,
169640,169640,169641,5838,elbow_flexion,Risky,Yes,19,,,,,,
169919,169919,169920,5850,pronation,Safe,No,0,,,,,,
169996,169996,169997,5862,pronation,Safe,No,0,,,,,,
170356,170356,170356,5874,pronation,Safe,No,0,,,,,,
170851,170851,170851,5886,walking,Safe,No,0,,,,,,
171132,171132,171133,5898,walking,Safe,No,0,,,,,,
171458,171458,171459,5910,shoulder_adduction,Risky,No,1,,,,,,
171830,171830,171830,5922,shoulder_adduction,Risky,No,2,,,,,,
172178,172179,172179,5934,shoulder_adduction,Risky,Yes,3,,,,,,
172516,172516,172517,5946,shoulder_adduction,Risky,Yes,4,,,,,,
172786,172786,172787,5958,shoulder_adduction,Risky,Yes,5,,,,,,
173056,173056,173057,5970,walking,Safe,No,0,,,,,,
173506,173506,173507,5982,standing,Safe,No,0,,,,,,
173810,173810,173811,5994,standing,Safe,No,0,,,,,,
174271,174271,174272,6006,standing,Safe,No,0,,,,,,
174530,174530,174530,6018,standing,Safe,No,0,,,,,,
174788,174788,174789,6030,standing,Safe,No,0,,,,,,
175193,175194,175194,6042,standing,Safe,No,0,,,,,,
175385,175385,175385,6054,standing,Safe,No,0,,,,,,
175644,175644,175644,6066,standing,Safe,No,0,,,,,,
175857,175857,175858,6078,standing,Safe,No,0,,,,,,
176082,176082,176083,6090,standing,Safe,No,0,,,,,,
176386,176386,176386,6102,standing,Safe,No,0,,,,,,
176588,176589,176589,6114,standing,Safe,No,0,,,,,,
176892,176892,176893,6126,standing,Safe,No,0,,,,,,
177184,177185,177185,6138,walking,Safe,No,0,,,,,,
177365,177365,177365,6150,walking,Safe,No,0,,,,,,
177848,177849,177849,6162,shoulder_adduction,Risky,No,1,,,,,,
178242,178242,178243,6174,shoulder_adduction,Risky,No,2,,,,,,
178624,178625,178625,6186,shoulder_adduction,Risky,Yes,3,,,,,,
178898,178899,178899,6198,shoulder_adduction,Risky,Yes,4,,,,,,
179176,179176,179176,6210,shoulder_adduction,Risky,Yes,5,,,,,,
179502,179502,179503,6222,walking,Safe,No,0,,,,,,
179738,179738,179739,6234,walking,Safe,No,0,,,,,,
180098,180098,180099,6246,standing,Safe,No,0,,,,,,
180301,180301,180302,6258,standing,Safe,No,0,,,,,,
180537,180537,180538,6270,standing,Safe,No,0,,,,,,
180920,180920,180921,6282,standing,Safe,No,0,,,,,,
181291,181291,181291,6294,standing,Safe,No,0,,,,,,
181662,181662,181663,6306,standing,Safe,No,0,,,,,,
181909,181910,181910,6318,standing,Safe,No,0,,,,,,
182089,182090,182090,6330,standing,Safe,No,0,,,,,,
182359,182360,182360,6342,standing,Safe,No,0,,,,,,
182596,182596,182597,6354,standing,Safe,No,0,,,,,,
182900,182900,182900,6366,standing,Safe,No,0,,,,,,
183102,183102,183103,6378,standing,Safe,No,0,,,,,,
183349,183349,183350,6390,standing,Safe,No,0,,,,,,
183676,183676,183676,6402,standing,Safe,No,0,,,,,,
183878,183878,183879,6414,standing,Safe,No,0,,,,,,
184182,184182,184183,6426,standing,Safe,No,0,,,,,,
184407,184407,184408,6438,standing,Safe,No,0,,,,,,
184576,184576,184576,6450,walking,Safe,No,0,,,,,,
184868,184868,184869,6462,walking,Safe,No,0,,,,,,
185104,185105,185105,6474,walking,Safe,No,0,,,,,,
185419,185420,185420,6486,walking,Safe,No,0,,,,,,
185599,185600,185600,6498,walking,Safe,No,0,,,,,,
185768,185768,185769,6510,walking,Safe,No,0,,,,,,
186060,186061,186061,6522,walking,Safe,No,0,,,,,,
186252,186252,186253,6534,standing,Safe,No,0,,,,,,
186555,186556,186556,6546,standing,Safe,No,0,,,,,,
186781,186781,186781,6558,standing,Safe,No,0,,,,,,
186994,186995,186995,6570,standing,Safe,No,0,,,,,,
187287,187287,187288,6582,standing,Safe,No,0,,,,,,
187557,187557,187558,6594,standing,Safe,No,0,,,,,,
187827,187827,187828,6606,standing,Safe,No,0,,,,,,
187996,187996,187997,6618,walking,Safe,No,0,,,,,,
188175,188176,188176,6630,walking,Safe,No,0,,,,,,
188434,188434,188435,6642,walking,Safe,No,0,,,,,,
188603,188603,188604,6654,walking,Safe,No,0,,,,,,
188896,188896,188897,6666,walking,Safe,No,0,,,,,,
189098,189098,189099,6678,walking,Safe,No,0,,,,,,
189290,189290,189290,6690,walking,Safe,No,0,,,,,,
189548,189548,189549,6702,walking,Safe,No,0,,,,,,
189706,189706,189706,6714,walking,Safe,No,0,,,,,,
189998,189998,189999,6726,walking,Safe,No,0,,,,,,
190167,190167,190167,6738,walking,Safe,No,0,,,,,,
190347,190347,190347,6750,walking,Safe,No,0,,,,,,
190628,190628,190629,6762,walking,Safe,No,0,,,,,,
190864,190864,190865,6774,walking,Safe,No,0,,,,,,
191157,191157,191157,6786,walking,Safe,No,0,,,,,,
191348,191348,191349,6798,walking,Safe,No,0,,,,,,
191640,191640,191641,6810,standing,Safe,No,0,,,,,,
191922,191922,191922,6822,walking,Safe,No,0,,,,,,
192102,192102,192102,6834,walking,Safe,No,0,,,,,,
192417,192417,192418,6846,walking,Safe,No,0,,,,,,
192687,192687,192688,6858,pronation,Safe,No,0,,,,,,
192991,192991,192992,6870,walking,Safe,No,0,,,,,,
193474,193474,193475,6882,standing,Safe,No,0,,,,,,
193778,193778,193779,6894,walking,Safe,No,0,,,,,,
194262,194262,194262,6906,pronation,Safe,No,0,,,,,,
194588,194588,194589,6918,pronation,Safe,No,0,,,,,,
194835,194836,194836,6930,pronation,Safe,No,0,,,,,,
195274,195274,195275,6942,standing,Safe,No,0,,,,,,
195522,195522,195523,6954,standing,Safe,No,0,,,,,,
196028,196028,196029,6966,standing,Safe,No,0,,,,,,
196287,196287,196287,6978,standing,Safe,No,0,,,,,,
196636,196636,196637,6990,standing,Safe,No,0,,,,,,
197142,197142,197142,7002,standing,Safe,No,0,,,,,,
197490,197491,197491,7014,standing,Safe,No,0,,,,,,
197952,197952,197953,7026,standing,Safe,No,0,,,,,,
198199,198199,198200,7038,standing,Safe,No,0,,,,,,
198514,198514,198515,7050,standing,Safe,No,0,,,,,,
198919,198919,198920,7062,standing,Safe,No,0,,,,,,
199234,199234,199235,7074,standing,Safe,No,0,,,,,,
199662,199662,199662,7086,standing,Safe,No,0,,,,,,
199842,199842,199843,7098,shoulder_adduction,Risky,No,1,,,,,,
200123,200123,200124,7110,shoulder_adduction,Risky,No,2,,,,,,
200562,200562,200563,7122,shoulder_adduction,Risky,Yes,3,,,,,,
200956,200956,200956,7134,shoulder_adduction,Risky,Yes,4,,,,,,
201496,201496,201496,7146,shoulder_adduction,Risky,Yes,5,,,,,,
201856,201856,201857,7158,shoulder_adduction,Risky,Yes,6,,,,,,
202134,202134,202135,7170,shoulder_adduction,Risky,Yes,7,,,,,,
202587,202587,202588,7182,pronation,Safe,No,0,,,,,,
202857,202857,202857,7194,standing,Safe,No,0,,,,,,
203318,203318,203319,7206,standing,Safe,No,0,,,,,,
203824,203825,203825,7218,standing,Safe,No,0,,,,,,
204263,204263,204264,7230,walking,Safe,No,0,,,,,,
204634,204634,204635,7242,walking,Safe,No,0,,,,,,
205017,205017,205017,7254,elbow_flexion,Risky,No,1,,,,,,
205455,205456,205456,7266,elbow_flexion,Risky,No,2,,,,,,
205658,205658,205659,7278,elbow_flexion,Risky,Yes,3,,,,,,
206119,206119,206120,7290,elbow_flexion,Risky,Yes,4,,,,,,
206614,206614,206615,7302,elbow_flexion,Risky,Yes,5,,,,,,
206940,206941,206941,7314,elbow_flexion,Risky,Yes,6,,,,,,
207525,207525,207526,7326,elbow_flexion,Risky,Yes,7,,,,,,
208392,208392,208393,7338,elbow_flexion,Risky,Yes,8,,,,,,
209089,209090,209090,7350,standing,Safe,No,0,,,,,,
209708,209708,209709,7362,walking,Safe,No,0,,,,,,
210068,210068,210069,7374,walking,Safe,No,0,,,,,,
210450,210450,210451,7386,walking,Safe,No,0,,,,,,
211306,211306,211307,7398,standing,Safe,No,0,,,,,,
211767,211767,211767,7410,standing,Safe,No,0,,,,,,
212205,212205,212206,7422,elbow_flexion,Risky,No,1,,,,,,
212565,212565,212566,7434,elbow_flexion,Risky,No,2,,,,,,
213071,213072,213072,7446,elbow_flexion,Risky,Yes,3,,,,,,
213348,213348,213349,7458,shoulder_adduction,Risky,Yes,4,,,,,,
213617,213617,213618,7470,elbow_flexion,Risky,Yes,5,,,,,,
213938,213938,213939,7482,walking,Safe,No,0,,,,,,
214185,214185,214186,7494,walking,Safe,No,0,,,,,,
214568,214568,214569,7506,walking,Safe,No,0,,,,,,
214793,214793,214794,7518,walking,Safe,No,0,,,,,,
215040,215041,215041,7530,walking,Safe,No,0,,,,,,
215558,215558,215559,7542,walking,Safe,No,0,,,,,,
215760,215760,215761,7554,walking,Safe,No,0,,,,,,
216064,216064,216065,7566,walking,Safe,No,0,,,,,,
216289,216289,216290,7578,walking,Safe,No,0,,,,,,
216626,216627,216627,7590,walking,Safe,No,0,,,,,,
217065,217065,217066,7602,walking,Safe,No,0,,,,,,
217842,217842,217842,7614,walking,Safe,No,0,,,,,,
219034,219034,219035,7626,walking,Safe,No,0,,,,,,
219417,219417,219418,7638,shoulder_adduction,Risky,No,1,,,,,,
220013,220013,220014,7650,shoulder_adduction,Risky,No,2,,,,,,
221149,221149,221150,7662,walking,Safe,No,0,,,,,,
222510,222510,222511,7674,walking,Safe,No,0,,,,,,
223241,223242,223242,7686,walking,Safe,No,0,,,,,,
223804,223805,223805,7698,walking,Safe,No,0,,,,,,
224445,224445,224446,7710,walking,Safe,No,0,,,,,,
225300,225301,225301,7722,standing,Safe,No,0,,,,,,
225818,225818,225818,7734,standing,Safe,No,0,,,,,,
226650,226650,226651,7746,standing,Safe,No,0,,,,,,
227280,227280,227281,7758,standing,Safe,No,0,,,,,,
228371,228371,228372,7770,standing,Safe,No,0,,,,,,
229215,229215,229216,7782,standing,Safe,No,0,,,,,,
229789,229789,229790,7794,standing,Safe,No,0,,,,,,
231690,231690,231691,7806,walking,Safe,No,0,,,,,,
232815,232815,232816,7818,walking,Safe,No,0,,,,,,
233591,233592,233592,7830,walking,Safe,No,0,,,,,,
234975,234975,234976,7842,shoulder_adduction,Risky,No,1,,,,,,
236145,236145,236146,7854,standing,Safe,No,0,,,,,,
237372,237372,237372,7866,standing,Safe,No,0,,,,,,
237889,237889,237890,7878,standing,Safe,No,0,,,,,,
238541,238541,238542,7890,standing,Safe,No,0,,,,,,
239014,239014,239014,7902,standing,Safe,No,0,,,,,,
239554,239554,239554,7914,walking,Safe,No,0,,,,,,
240139,240139,240139,7926,walking,Safe,No,0,,,,,,
240713,240713,240713,7938,standing,Safe,No,0,,,,,,
241185,241185,241186,7950,standing,Safe,No,0,,,,,,
241657,241658,241658,7962,standing,Safe,No,0,,,,,,
241897,241897,241898,7974,standing,Safe,No,0,,,,,,
243278,243278,243278,7986,standing,Safe,No,0,,,,,,
243919,243919,243920,7998,walking,Safe,No,0,,,,,,
244357,244357,244358,8010,walking,Safe,No,0,,,,,,
246034,246034,246035,8022,walking,Safe,No,0,,,,,,
247237,247238,247238,8034,walking,Safe,No,0,,,,,,
248801,248801,248802,8046,shoulder_adduction,Risky,No,1,,,,,,
249543,249544,249544,8058,standing,Safe,No,0,,,,,,
250353,250354,250354,8070,standing,Safe,No,0,,,,,,
252446,252446,252447,8082,standing,Safe,No,0,,,,,,
253290,253290,253291,8094,standing,Safe,No,0,,,,,,
254168,254168,254168,8106,shoulder_adduction,Risky,No,1,,,,,,
254786,254786,254787,8118,shoulder_adduction,Risky,No,2,,,,,,
255585,255585,255585,8130,shoulder_adduction,Risky,Yes,3,,,,,,
256237,256237,256238,8142,shoulder_adduction,Risky,Yes,4,,,,,,
256732,256732,256733,8154,standing,Safe,No,0,,,,,,
257272,257272,257273,8166,standing,Safe,No,0,,,,,,
257801,257801,257802,8178,standing,Safe,No,0,,,,,,
258555,258555,258555,8190,standing,Safe,No,0,,,,,,
259624,259624,259624,8202,standing,Safe,No,0,,,,,,
260197,260197,260198,8214,standing,Safe,No,0,,,,,,
261109,261109,261109,8226,standing,Safe,No,0,,,,,,
261401,261402,261402,8238,standing,Safe,No,0,,,,,,
261997,261997,261998,8250,standing,Safe,No,0,,,,,,
262999,262999,262999,8262,standing,Safe,No,0,,,,,,
263471,263471,263472,8274,standing,Safe,No,0,,,,,,
264562,264563,264563,8286,standing,Safe,No,0,,,,,,
265057,265057,265058,8298,shoulder_adduction,Risky,No,1,,,,,,
265721,265721,265722,8310,shoulder_adduction,Risky,No,2,,,,,,
266958,266959,266959,8322,shoulder_adduction,Risky,Yes,3,,,,,,
267757,267757,267758,8334,shoulder_adduction,Risky,Yes,4,,,,,,
268691,268691,268692,8346,walking,Safe,No,0,,,,,,
269636,269636,269637,8358,elbow_flexion,Risky,No,1,,,,,,
270176,270176,270177,8370,elbow_flexion,Risky,No,2,,,,,,
270659,270660,270660,8382,elbow_flexion,Risky,Yes,3,,,,,,
271065,271065,271066,8394,elbow_flexion,Risky,Yes,4,,,,,,
271683,271683,271684,8406,elbow_flexion,Risky,Yes,5,,,,,,
272336,272336,272337,8418,elbow_flexion,Risky,Yes,6,,,,,,
273112,273112,273113,8430,elbow_flexion,Risky,Yes,7,,,,,,
273764,273765,273765,8442,elbow_flexion,Risky,Yes,8,,,,,,
274428,274428,274429,8454,elbow_flexion,Risky,Yes,9,,,,,,
274980,274980,274980,8466,elbow_flexion,Risky,Yes,10,,,,,,
275294,275295,275295,8478,elbow_flexion,Risky,Yes,11,,,,,,
275609,275610,275610,8490,elbow_flexion,Risky,Yes,12,,,,,,
276296,276296,276297,8502,shoulder_adduction,Risky,Yes,13,,,,,,
276656,276656,276657,8514,shoulder_adduction,Risky,Yes,14,,,,,,
277252,277252,277253,8526,shoulder_adduction,Risky,Yes,15,,,,,,
277612,277612,277613,8538,shoulder_adduction,Risky,Yes,16,,,,,,
277893,277893,277894,8550,shoulder_adduction,Risky,Yes,17,,,,,,
278174,278175,278175,8562,shoulder_adduction,Risky,Yes,18,,,,,,
278455,278456,278457,8574,shoulder_adduction,Risky,Yes,19,,,,,,
278782,278782,278783,8586,shoulder_adduction,Risky,Yes,20,,,,,,
279153,279153,279154,8598,shoulder_adduction,Risky,Yes,21,,,,,,
279558,279558,279559,8610,shoulder_adduction,Risky,Yes,22,,,,,,
280458,280459,280459,8622,shoulder_adduction,Risky,Yes,23,,,,,,
280737,280737,280738,8634,shoulder_adduction,Risky,Yes,24,,,,,,
281017,281017,281018,8646,pronation,Safe,No,0,,,,,,
281178,281178,281179,8658,shoulder_adduction,Risky,No,1,,,,,,
281370,281370,281370,8670,shoulder_adduction,Risky,No,2,,,,,,
281718,281719,281719,8682,shoulder_adduction,Risky,Yes,3,,,,,,
282000,282000,282000,8694,shoulder_adduction,Risky,Yes,4,,,,,,
282382,282382,282383,8706,shoulder_adduction,Risky,Yes,5,,,,,,
282765,282765,282765,8718,shoulder_adduction,Risky,Yes,6,,,,,,
283124,283124,283125,8730,shoulder_adduction,Risky,Yes,7,,,,,,
283608,283609,283609,8742,shoulder_adduction,Risky,Yes,8,,,,,,
283901,283901,283902,8754,shoulder_adduction,Risky,Yes,9,,,,,,
284317,284317,284318,8766,shoulder_adduction,Risky,Yes,10,,,,,,
284584,284585,284585,8778,shoulder_adduction,Risky,Yes,11,,,,,,
284865,284866,284867,8790,shoulder_adduction,Risky,Yes,12,,,,,,
285145,285145,285146,8802,walking,Safe,No,0,,,,,,
285239,285239,285240,8814,walking,Safe,No,0,,,,,,
285644,285644,285645,8826,walking,Safe,No,0,,,,,,
285880,285881,285881,8838,walking,Safe,No,0,,,,,,
286072,286072,286073,8850,shoulder_adduction,Risky,No,1,,,,,,
286375,286376,286376,8862,shoulder_adduction,Risky,No,2,,,,,,
286657,286657,286657,8874,standing,Safe,No,0,,,,,,
287073,287073,287074,8886,standing,Safe,No,0,,,,,,
287332,287332,287333,8898,standing,Safe,No,0,,,,,,
287534,287534,287535,8910,standing,Safe,No,0,,,,,,
287906,287906,287907,8922,standing,Safe,No,0,,,,,,
288119,288120,288121,8934,standing,Safe,No,0,,,,,,
288457,288457,288457,8946,standing,Safe,No,0,,,,,,
288693,288693,288694,8958,standing,Safe,No,0,,,,,,
288974,288975,288975,8970,standing,Safe,No,0,,,,,,
289368,289368,289369,8982,standing,Safe,No,0,,,,,,
289672,289672,289673,8994,standing,Safe,No,0,,,,,,
290020,290021,290021,9006,standing,Safe,No,0,,,,,,
290302,290302,290302,9018,standing,Safe,No,0,,,,,,
290515,290516,290516,9030,elbow_flexion,Risky,No,1,,,,,,
291191,291191,291192,9042,elbow_flexion,Risky,No,2,,,,,,
291494,291494,291495,9054,elbow_flexion,Risky,Yes,3,,,,,,
292068,292068,292069,9066,elbow_flexion,Risky,Yes,4,,,,,,
292350,292351,292351,9078,elbow_flexion,Risky,Yes,5,,,,,,
292631,292631,292632,9090,shoulder_adduction,Risky,Yes,6,,,,,,
292912,292913,292914,9102,shoulder_adduction,Risky,Yes,7,,,,,,
293193,293193,293194,9114,shoulder_adduction,Risky,Yes,8,,,,,,
293473,293473,293474,9126,walking,Safe,No,0,,,,,,
293654,293654,293655,9138,pronation,Safe,No,0,,,,,,
293823,293823,293824,9150,pronation,Safe,No,0,,,,,,
294194,294195,294195,9162,pronation,Safe,No,0,,,,,,
294566,294566,294566,9174,standing,Safe,No,0,,,,,,
294869,294869,294870,9186,standing,Safe,No,0,,,,,,
295162,295162,295163,9198,standing,Safe,No,0,,,,,,
295330,295331,295331,9210,standing,Safe,No,0,,,,,,
295679,295680,295680,9222,standing,Safe,No,0,,,,,,
295983,295983,295984,9234,standing,Safe,No,0,,,,,,
296253,296253,296254,9246,standing,Safe,No,0,,,,,,
296467,296467,296467,9258,shoulder_adduction,Risky,No,1,,,,,,
296759,296759,296760,9270,shoulder_adduction,Risky,No,2,,,,,,
297131,297131,297131,9282,standing,Safe,No,0,,,,,,
297322,297322,297323,9294,shoulder_adduction,Risky,No,1,,,,,,
297704,297704,297705,9306,shoulder_adduction,Risky,No,2,,,,,,
298030,298030,298031,9318,walking,Safe,No,0,,,,,,
298267,298267,298267,9330,standing,Safe,No,0,,,,,,
298649,298649,298650,9342,standing,Safe,No,0,,,,,,
298919,298919,298920,9354,standing,Safe,No,0,,,,,,
299313,299313,299314,9366,standing,Safe,No,0,,,,,,
299673,299673,299674,9378,standing,Safe,No,0,,,,,,
299954,299954,299955,9390,shoulder_adduction,Risky,No,1,,,,,,
300303,300303,300304,9402,walking,Safe,No,0,,,,,,
300494,300494,300495,9414,walking,Safe,No,0,,,,,,
300888,300888,300889,9426,walking,Safe,No,0,,,,,,
301102,301102,301103,9438,walking,Safe,No,0,,,,,,
301405,301406,301406,9450,standing,Safe,No,0,,,,,,
301889,301889,301890,9462,standing,Safe,No,0,,,,,,
302283,302283,302284,9474,shoulder_adduction,Risky,No,1,,,,,,
302812,302813,302813,9486,shoulder_adduction,Risky,No,2,,,,,,
303160,303161,303161,9498,shoulder_adduction,Risky,Yes,3,,,,,,
303442,303442,303442,9510,shoulder_adduction,Risky,Yes,4,,,,,,
303981,303982,303982,9522,shoulder_adduction,Risky,Yes,5,,,,,,
304256,304256,304257,9534,shoulder_adduction,Risky,Yes,6,,,,,,
304533,304533,304534,9546,shoulder_adduction,Risky,Yes,7,,,,,,
304808,304808,304809,9558,shoulder_adduction,Risky,Yes,8,,,,,,
305079,305079,305080,9570,shoulder_adduction,Risky,Yes,9,,,,,,
305410,305410,305411,9582,shoulder_adduction,Risky,Yes,10,,,,,,
305685,305685,305686,9594,shoulder_adduction,Risky,Yes,11,,,,,,
306040,306041,306041,9606,shoulder_adduction,Risky,Yes,12,,,,,,
306322,306322,306323,9618,shoulder_adduction,Risky,Yes,13,,,,,,
306602,306602,306603,9630,walking,Safe,No,0,,,,,,
306884,306884,306885,9642,shoulder_adduction,Risky,No,1,,,,,,
307132,307132,307132,9654,shoulder_adduction,Risky,No,2,,,,,,
307604,307604,307605,9666,walking,Safe,No,0,,,,,,
307851,307852,307852,9678,walking,Safe,No,0,,,,,,
308110,308110,308111,9690,walking,Safe,No,0,,,,,,
308605,308605,308606,9702,shoulder_adduction,Risky,No,1,,,,,,
308999,308999,309000,9714,shoulder_adduction,Risky,No,2,,,,,,
309505,309505,309506,9726,shoulder_adduction,Risky,Yes,3,,,,,,
309967,309967,309967,9738,shoulder_adduction,Risky,Yes,4,,,,,,
310293,310293,310294,9750,shoulder_adduction,Risky,Yes,5,,,,,,
311047,311047,311047,9762,shoulder_adduction,Risky,Yes,6,,,,,,
311441,311441,311442,9774,shoulder_adduction,Risky,Yes,7,,,,,,
311958,311958,311959,9786,shoulder_adduction,Risky,Yes,8,,,,,,
312453,312453,312454,9798,walking,Safe,No,0,,,,,,
312869,312869,312870,9810,shoulder_adduction,Risky,No,1,,,,,,
313375,313375,313376,9822,walking,Safe,No,0,,,,,,
313881,313882,313882,9834,walking,Safe,No,0,,,,,,
314489,314489,314490,9846,walking,Safe,No,0,,,,,,
314815,314815,314816,9858,walking,Safe,No,0,,,,,,
315074,315074,315075,9870,shoulder_adduction,Risky,No,1,,,,,,
315580,315580,315581,9882,shoulder_adduction,Risky,No,2,,,,,,
316064,316064,316065,9894,shoulder_adduction,Risky,Yes,3,,,,,,
316638,316638,316639,9906,shoulder_adduction,Risky,Yes,4,,,,,,
316908,316908,316909,9918,shoulder_adduction,Risky,Yes,5,,,,,,
317188,317188,317189,9930,shoulder_adduction,Risky,Yes,6,,,,,,
317549,317549,317550,9942,shoulder_adduction,Risky,Yes,7,,,,,,
317898,317898,317899,9954,shoulder_adduction,Risky,Yes,8,,,,,,
318561,318562,318562,9966,shoulder_adduction,Risky,Yes,9,,,,,,
318944,318944,318945,9978,sitting,Safe,No,0,,,,,,
319135,319135,319136,9990,sitting,Safe,No,0,,,,,,
319990,319990,319991,10002,sitting,Safe,No,0,,,,,,
320226,320226,320227,10014,sitting,Safe,No,0,,,,,,
320508,320508,320509,10026,shoulder_adduction,Risky,No,1,,,,,,
320710,320710,320711,10038,shoulder_adduction,Risky,No,2,,,,,,
320980,320980,320981,10050,shoulder_adduction,Risky,Yes,3,,,,,,
321397,321397,321397,10062,shoulder_adduction,Risky,Yes,4,,,,,,
321734,321734,321735,10074,shoulder_adduction,Risky,Yes,5,,,,,,
322094,322094,322095,10086,shoulder_adduction,Risky,Yes,6,,,,,,
322375,322375,322376,10098,shoulder_adduction,Risky,Yes,7,,,,,,
322654,322654,322655,10110,walking,Safe,No,0,,,,,,
323073,323073,323073,10122,walking,Safe,No,0,,,,,,
323230,323230,323231,10134,walking,Safe,No,0,,,,,,
323500,323500,323501,10146,shoulder_adduction,Risky,No,1,,,,,,
323680,323681,323681,10158,shoulder_adduction,Risky,No,2,,,,,,
323849,323850,323850,10170,shoulder_adduction,Risky,Yes,3,,,,,,
324265,324265,324266,10182,shoulder_adduction,Risky,Yes,4,,,,,,
324536,324537,324538,10194,shoulder_adduction,Risky,Yes,5,,,,,,
324839,324839,324840,10206,shoulder_adduction,Risky,Yes,6,,,,,,
325142,325143,325143,10218,walking,Safe,No,0,,,,,,
325345,325345,325346,10230,walking,Safe,No,0,,,,,,
325705,325705,325706,10242,walking,Safe,No,0,,,,,,
326076,326077,326077,10254,walking,Safe,No,0,,,,,,
326661,326662,326663,10266,walking,Safe,No,0,,,,,,
326999,326999,327000,10278,walking,Safe,No,0,,,,,,
327291,327291,327292,10290,walking,Safe,No,0,,,,,,
327662,327663,327663,10302,walking,Safe,No,0,,,,,,
327910,327910,327911,10314,pronation,Safe,No,0,,,,,,
328259,328259,328259,10326,elbow_flexion,Risky,No,1,,,,,,
328461,328461,328462,10338,elbow_flexion,Risky,No,2,,,,,,
328675,328675,328676,10350,elbow_flexion,Risky,Yes,3,,,,,,
329125,329125,329126,10362,elbow_flexion,Risky,Yes,4,,,,,,
329384,329384,329385,10374,elbow_flexion,Risky,Yes,5,,,,,,
329800,329800,329801,10386,elbow_flexion,Risky,Yes,6,,,,,,
330071,330072,330072,10398,elbow_flexion,Risky,Yes,7,,,,,,
330353,330353,330354,10410,walking,Safe,No,0,,,,,,
330835,330835,330836,10422,pronation,Safe,No,0,,,,,,
331094,331094,331095,10434,walking,Safe,No,0,,,,,,
